-0.476263, -0.601319, 0.596820, 0.596820 
-0.139025, -0.267576, 0.474461, 0.474461 
-0.067318, -0.042952, 0.235792, 0.235792 
-0.053984, -0.005851, 0.039425, 0.039425 
-0.036037, 0.007845, 0.022576, 0.022576 
-0.005135, -0.012612, 0.037059, 0.037059 
0.010773, 0.007135, 0.025358, 0.025358 
0.026466, -0.003832, 0.019146, 0.019146 
0.501237, 0.222803, 0.526091, 0.526091 
0.492050, 0.233911, 0.014414, 0.014414 
0.490881, 0.237115, 0.003411, 0.003411 
0.492931, 0.243130, 0.006354, 0.006354 
0.497007, 0.243014, 0.004077, 0.004077 
0.498650, 0.249268, 0.006466, 0.006466 
0.503047, 0.248787, 0.004423, 0.004423 
0.503573, 0.252122, 0.003377, 0.003377 
0.514478, 0.256698, 0.011826, 0.011826 
0.513163, 0.259819, 0.003387, 0.003387 
0.515129, 0.265315, 0.005837, 0.005837 
0.518883, 0.265349, 0.003754, 0.003754 
0.520091, 0.271428, 0.006198, 0.006198 
0.522345, 0.271064, 0.002283, 0.002283 
0.540571, 0.282194, 0.021356, 0.021356 
0.538133, 0.286109, 0.004612, 0.004612 
0.539501, 0.291543, 0.005603, 0.005603 
0.541503, 0.291355, 0.002011, 0.002011 
0.557498, 0.303046, 0.019812, 0.019812 
0.555847, 0.306076, 0.003451, 0.003451 
0.559687, 0.315107, 0.009814, 0.009814 
0.562219, 0.314382, 0.002634, 0.002634 
0.577571, 0.325062, 0.018702, 0.018702 
0.575374, 0.328393, 0.003990, 0.003990 
0.579069, 0.336713, 0.009104, 0.009104 
0.581343, 0.336169, 0.002338, 0.002338 
0.607652, 0.358551, 0.034542, 0.034542 
0.604110, 0.362727, 0.005476, 0.005476 
0.620039, 0.390500, 0.032018, 0.032018 
0.624455, 0.388136, 0.005009, 0.005009 
0.699354, 0.478514, 0.117380, 0.117380 
0.697050, 0.480581, 0.003095, 0.003095 
0.696199, 0.481616, 0.001340, 0.001340 
0.695712, 0.482818, 0.001297, 0.001297 
0.700015, 0.486559, 0.005702, 0.005702 
0.699294, 0.487912, 0.001533, 0.001533 
0.703883, 0.491349, 0.005734, 0.005734 
0.703333, 0.492151, 0.000971, 0.000971 
0.703104, 0.493138, 0.001014, 0.001014 
0.710965, 0.500743, 0.010938, 0.010938 
0.710217, 0.501666, 0.001189, 0.001189 
0.709828, 0.502737, 0.001139, 0.001139 
0.713936, 0.506231, 0.005393, 0.005393 
0.713116, 0.507588, 0.001585, 0.001585 
0.715489, 0.509067, 0.002796, 0.002796 
0.715003, 0.510183, 0.001217, 0.001217 
0.719234, 0.513452, 0.005347, 0.005347 
0.718702, 0.514203, 0.000920, 0.000920 
0.718493, 0.515113, 0.000934, 0.000934 
0.726037, 0.522107, 0.010287, 0.010287 
0.725148, 0.523088, 0.001324, 0.001324 
0.724663, 0.524163, 0.001179, 0.001179 
0.726761, 0.525684, 0.002591, 0.002591 
0.726410, 0.526659, 0.001037, 0.001037 
0.730364, 0.529823, 0.005064, 0.005064 
0.729861, 0.530527, 0.000866, 0.000866 
0.729679, 0.531375, 0.000867, 0.000867 
0.733308, 0.534677, 0.004906, 0.004906 
0.732951, 0.535275, 0.000696, 0.000696 
0.732813, 0.536792, 0.001523, 0.001523 
0.733729, 0.536880, 0.000920, 0.000920 
0.735267, 0.541502, 0.004872, 0.004872 
0.736038, 0.541329, 0.000791, 0.000791 
0.736826, 0.541494, 0.000805, 0.000805 
0.738519, 0.545927, 0.004744, 0.004744 
0.739178, 0.545826, 0.000667, 0.000667 
0.740570, 0.546263, 0.001459, 0.001459 
0.740321, 0.547115, 0.000888, 0.000888 
0.743990, 0.550118, 0.004741, 0.004741 
0.743501, 0.550782, 0.000826, 0.000826 
0.743335, 0.551568, 0.000803, 0.000803 
0.746811, 0.554625, 0.004629, 0.004629 
0.746401, 0.555231, 0.000731, 0.000731 
0.746293, 0.555966, 0.000743, 0.000743 
0.749617, 0.559051, 0.004535, 0.004535 
0.749264, 0.559613, 0.000663, 0.000663 
0.749199, 0.560310, 0.000700, 0.000700 
0.755604, 0.566496, 0.008905, 0.008905 
0.754771, 0.567364, 0.001203, 0.001203 
0.754364, 0.568268, 0.000992, 0.000992 
0.756325, 0.569512, 0.002322, 0.002322 
0.756058, 0.570003, 0.000559, 0.000559 
0.756050, 0.571269, 0.001265, 0.001265 
0.756800, 0.571403, 0.000762, 0.000762 
0.758042, 0.575603, 0.004380, 0.004380 
0.758804, 0.575413, 0.000785, 0.000785 
0.759526, 0.575557, 0.000737, 0.000737 
0.760761, 0.579692, 0.004315, 0.004315 
0.761506, 0.579509, 0.000767, 0.000767 
0.762210, 0.579658, 0.000720, 0.000720 
0.763420, 0.583740, 0.004257, 0.004257 
0.764159, 0.583558, 0.000761, 0.000761 
0.764853, 0.583707, 0.000709, 0.000709 
0.766021, 0.587747, 0.004206, 0.004206 
0.766765, 0.587560, 0.000767, 0.000767 
0.767455, 0.587704, 0.000705, 0.000705 
0.768565, 0.591715, 0.004162, 0.004162 
0.769324, 0.591515, 0.000785, 0.000785 
0.770018, 0.591650, 0.000707, 0.000707 
0.770536, 0.593647, 0.002063, 0.002063 
0.771385, 0.593678, 0.000850, 0.000850 
0.771685, 0.595799, 0.002142, 0.002142 
0.772222, 0.595740, 0.000540, 0.000540 
0.773294, 0.596198, 0.001166, 0.001166 
0.773101, 0.596895, 0.000723, 0.000723 
0.774738, 0.598129, 0.002050, 0.002050 
0.774353, 0.598946, 0.000903, 0.000903 
0.775297, 0.599475, 0.001082, 0.001082 
0.775199, 0.600104, 0.000637, 0.000637 
0.778204, 0.602697, 0.003969, 0.003969 
0.777754, 0.603264, 0.000724, 0.000724 
0.777627, 0.603904, 0.000652, 0.000652 
0.779156, 0.605155, 0.001976, 0.001976 
0.778844, 0.605909, 0.000816, 0.000816 
0.779733, 0.606447, 0.001039, 0.001039 
0.779658, 0.607047, 0.000604, 0.000604 
0.782553, 0.609606, 0.003864, 0.003864 
0.782127, 0.610150, 0.000691, 0.000691 
0.782017, 0.610764, 0.000624, 0.000624 
0.783501, 0.611993, 0.001927, 0.001927 
0.783195, 0.612728, 0.000796, 0.000796 
0.784073, 0.613249, 0.001020, 0.001020 
0.783984, 0.613843, 0.000601, 0.000601 
0.786871, 0.616307, 0.003795, 0.003795 
0.786409, 0.616866, 0.000725, 0.000725 
0.786277, 0.617480, 0.000628, 0.000628 
0.787771, 0.618653, 0.001900, 0.001900 
0.787412, 0.619407, 0.000835, 0.000835 
0.788322, 0.619885, 0.001027, 0.001027 
0.788184, 0.620496, 0.000627, 0.000627 
0.789678, 0.621648, 0.001886, 0.001886 
0.789301, 0.622407, 0.000847, 0.000847 
0.790221, 0.622867, 0.001029, 0.001029 
0.790064, 0.623485, 0.000638, 0.000638 
0.791577, 0.624603, 0.001882, 0.001882 
0.791368, 0.624992, 0.000441, 0.000441 
0.791426, 0.625986, 0.000995, 0.000995 
0.792012, 0.626130, 0.000604, 0.000604 
0.792406, 0.627933, 0.001845, 0.001845 
0.792819, 0.627928, 0.000413, 0.000413 
0.793652, 0.628424, 0.000969, 0.000969 
0.793553, 0.628994, 0.000578, 0.000578 
0.794962, 0.630138, 0.001815, 0.001815 
0.794629, 0.630852, 0.000787, 0.000787 
0.795509, 0.631307, 0.000991, 0.000991 
0.795359, 0.631904, 0.000615, 0.000615 
0.796838, 0.632984, 0.001832, 0.001832 
0.796623, 0.633368, 0.000440, 0.000440 
0.796669, 0.634336, 0.000969, 0.000969 
